date,_label_nic_down:1,_label_tc_delay:1,_label_vdb_hack:1,contCmd_AbortMigration:02759,contCmd_AddCombGroup:04264,contCmd_EndMigration:02787,contCmd_RemCombIntern:02339,contCmd_SetCombState:02697,contCmd_StartMigration:02731,contCombMngr_UpdateAllCombFirstAccess:00713,contCombMngr_UpdateAllCombFirstAccess:00724,contNet_DisconnectedNotif:01678,contNet_OscillationNotif:01786,contTgt_ConnectedNotif:00845,contTgt_DisconnectedNotif:00896,contTgt_SendDegradeRequest:00953,contTgt_SendDegradeRequest:00982,ioh_NewRequest:05796,ioh_NewRequest:06219,ioh_NewRequest:06481,netMsgSndSync_Wait:00305,netPath_IsKaNeeded:01858,netPath_RcvLoop_CK:01308,netPath_RcvLoop_CK:01329,netPath_RcvLoop_CK:01359,phyComb_CleanToothList:03791,phy_FreeComb:00523,raidComb_CheckDegradePermit:01795,raidComb_EndMigrateInter:03439,raidComb_GetRemoteDrl:01651,raidComb_GetRemoteDrl:01669,raidComb_Init:00462,raidComb_ResetRemoteDrl:09431,raidComb_SendMdmCombState:00920,raidComb_SendMdmCombState:00944,raidComb_SendMdmCombState:01028,raidComb_SendMdmCombState:01053,raidComb_SendSyncedCleanToothListToSec:10914,raidComb_SetCombState:01195,raidComb_SetPriTgtGenNum:02809,raidComb_ShouldTryAgain:06987,raidComb_UpdateWriteError:01874,raidComb_WaitForRemoteResponse:06389,raidComb_WaitForRemoteResponse:06418,raidMigrate_Start:00425,raidRebuild_Start:00389,raidRebuild_Start:00823,raidRebuild_Start:00982,,IO_LONG_30,REMOTE_IS_UNREACHABLE,Latency_172.18.158.42,IO_LONG_120,IO_SUBMIT_EXCEEDED_LIMIT,SCHEDULER_STUCK,ASYNC_IO_CK_EXCEEDED_LIMIT,IO_LONG_60,RPC_SEND_LINGERED_5SEC,MDM_IS_UNREACHABLE,WRITE_KA_CAUSED_DISCONNECT,SND_ERR_NOT_CONNECTED,IO_TIMEDOUT,RCV_MSG_RPC_NOT_FOUND,RPC_LINGERED_3SEC,CONNECTION_DOWN,IO_LONG_15,RCV_SOCK_IO_ERR,KA_CAUSED_DISCONNECT,NET_CHAN_REJECTED_MSG,RCV_ERR,IO_LONG_1,CON_SND_MSG_ABORTED,IO_LONG_5,RPC_TIMED_OUT,SND_ERR,DROPPED_REQUESTS,RPC_LINGERED_1SEC,NET_CHAN_ESTABLISH_ERROR,Latency_172.16.158.32,SOCKET_DOWN,RCV_TIMEOUT,NET_CHAN_UPDATED,MESSAGE_PEER_ID_MISMATCH,SND_TIMEOUT,NET_CON_CK_EXCEEDED_LIMIT,SND_SOCK_IO_ERR,IO_RETRY_10,SOCKET_CK_EXCEEDED_LIMIT,MALLOC_FAILED,dev_sda_tps,dev_sda_rd_sec,dev_sda_wr_sec,dev_sda_avgrq-sz,dev_sda_avgqu-sz,dev_sda_await,dev_sda_svctm,dev_sda_util-percent,dev_sdb_tps,dev_sdb_rd_sec,dev_sdb_wr_sec,dev_sdb_avgrq-sz,dev_sdb_avgqu-sz,dev_sdb_await,dev_sdb_svctm,dev_sdb_util-percent,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_avgqu-sz,dev_sdc_await,dev_sdc_svctm,dev_sdc_util-percent,dev_sdd_tps,dev_sdd_rd_sec,dev_sdd_wr_sec,dev_sdd_avgrq-sz,dev_sdd_avgqu-sz,dev_sdd_await,dev_sdd_svctm,dev_sdd_util-percent,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sde_util-percent,dev_sdh_tps,dev_sdh_rd_sec,dev_sdh_wr_sec,dev_sdh_avgrq-sz,dev_sdh_avgqu-sz,dev_sdh_await,dev_sdh_svctm,dev_sdh_util-percent,dev_sdg_tps,dev_sdg_rd_sec,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_avgqu-sz,dev_sdg_await,dev_sdg_svctm,dev_sdg_util-percent,dev_sdj_tps,dev_sdj_rd_sec,dev_sdj_wr_sec,dev_sdj_avgrq-sz,dev_sdj_avgqu-sz,dev_sdj_await,dev_sdj_svctm,dev_sdj_util-percent,dev_sdi_tps,dev_sdi_rd_sec,dev_sdi_wr_sec,dev_sdi_avgrq-sz,dev_sdi_avgqu-sz,dev_sdi_await,dev_sdi_svctm,dev_sdi_util-percent,dev_sdf_tps,dev_sdf_rd_sec,dev_sdf_wr_sec,dev_sdf_avgrq-sz,dev_sdf_avgqu-sz,dev_sdf_await,dev_sdf_svctm,dev_sdf_util-percent,dev_sdk_tps,dev_sdk_rd_sec,dev_sdk_wr_sec,dev_sdk_avgrq-sz,dev_sdk_avgqu-sz,dev_sdk_await,dev_sdk_svctm,dev_sdk_util-percent,memfree,memused,memused-percent,buffers,cached,commit,commit-percent,active,inactive,dirty,cpu_all_usr,cpu_all_nice,cpu_all_sys,cpu_all_iowait,cpu_all_steal,cpu_all_irq,cpu_all_soft,cpu_all_guest,cpu_all_gnice,cpu_all_idle,iface_enp2s0f0_rxpck,iface_enp2s0f0_txpck,iface_enp2s0f0_rxkB,iface_enp2s0f0_txkB,iface_enp2s0f0_rxcmp,iface_enp2s0f0_txcmp,iface_enp2s0f0_rxmcst,iface_enp2s0f1_rxpck,iface_enp2s0f1_txpck,iface_enp2s0f1_rxkB,iface_enp2s0f1_txkB,iface_enp2s0f1_rxcmp,iface_enp2s0f1_txcmp,iface_enp2s0f1_rxmcst,iface_enp2s0f2_rxpck,iface_enp2s0f2_txpck,iface_enp2s0f2_rxkB,iface_enp2s0f2_txkB,iface_enp2s0f2_rxcmp,iface_enp2s0f2_txcmp,iface_enp2s0f2_rxmcst,iface_enp2s0f3_rxpck,iface_enp2s0f3_txpck,iface_enp2s0f3_rxkB,iface_enp2s0f3_txkB,iface_enp2s0f3_rxcmp,iface_enp2s0f3_txcmp,iface_enp2s0f3_rxmcst,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f0_rxcmp,iface_enp6s0f0_txcmp,iface_enp6s0f0_rxmcst,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp6s0f1_rxcmp,iface_enp6s0f1_txcmp,iface_enp6s0f1_rxmcst,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f0_rxcmp,iface_enp131s0f0_txcmp,iface_enp131s0f0_rxmcst,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB,iface_enp131s0f1_rxcmp,iface_enp131s0f1_txcmp,iface_enp131s0f1_rxmcst
10/04 17:19:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,214850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,44286,0,0,0,0,0,0,0,0,0,0,3.0,0.0,248.0,82.67,0.04,12.67,12.67,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,96.0,824.0,230.0,0.03,8.5,6.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,730.0,2918.0,260.57,0.15,11.0,7.29,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,296.0,108.0,101.0,0.04,10.0,8.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62631232,2962956,4.52,104212,718076,1464808,2.2,1244540,257116,1316,0.1,0.0,0.22,0.07,0.0,0.0,0.0,0.0,0.0,99.6,12.0,13.0,2.37,9.72,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,118.0,53.19,98.23,0.0,0.0,0.0,704.0,137.0,900.89,517.21,0.0,0.0,0.0,751.0,153.0,1123.3,575.49,0.0,0.0,0.0,693.0,131.0,813.26,592.52,0.0,0.0,0.0
10/04 17:19:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,214850,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,1,12,0,44286,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.73,5724.75,2100.99,292.74,0.34,12.7,6.3,16.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.61,3974.26,8043.56,311.23,0.82,20.67,6.82,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.66,6514.85,3619.8,301.06,0.76,22.41,7.12,23.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62632084,2962104,4.52,104212,718160,1464688,2.2,1244824,257152,1392,0.1,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,99.63,20.79,13.86,2.87,9.85,0.0,0.0,23.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.57,111.88,50.44,17.82,0.0,0.0,0.0,632.67,70.3,415.77,6.89,0.0,0.0,0.0,1381.19,1154.46,4497.74,8191.36,0.0,0.0,0.0,1009.9,767.33,2313.95,5721.21,0.0,0.0,0.0
10/04 17:19:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,749216,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,1,0,16,0,767549,1,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.48,6540.59,7071.29,259.4,3.19,45.13,5.75,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.41,7148.51,11229.7,309.37,3.02,44.43,5.17,30.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.41,7609.9,8710.89,274.73,3.06,38.48,5.95,35.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62629508,2964680,4.52,104228,718248,1465132,2.2,1245656,257196,1440,0.12,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,99.6,15.84,15.84,2.58,11.04,0.0,0.0,46.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.38,115.84,54.28,18.35,0.0,0.0,0.0,1326.73,1093.07,4251.4,7538.4,0.0,0.0,0.0,1997.03,1569.31,9092.06,10767.12,0.0,0.0,0.0,1346.53,1036.63,4226.06,7172.25,0.0,0.0,0.0
10/04 17:19:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,749216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767549,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,15602.0,31092.0,303.21,8.03,47.44,6.24,96.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,28534.0,27560.0,299.97,8.3,48.16,5.38,100.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,22992.0,28086.0,327.42,6.5,45.72,5.99,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62628512,2965676,4.52,104228,718332,1464604,2.2,1246044,257228,1524,0.15,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,99.5,18.0,17.0,2.72,10.66,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,120.0,53.38,19.2,0.0,0.0,0.0,1653.0,1862.0,5586.19,13449.56,0.0,0.0,0.0,4886.0,4666.0,28649.3,33899.37,0.0,0.0,0.0,1988.0,2153.0,8284.79,15630.67,0.0,0.0,0.0
10/04 17:19:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,255463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,43891,0,0,0,0,0,0,0,0,0,0,48.51,0.0,3247.52,66.94,2.54,52.43,4.29,20.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.74,11217.82,18728.71,238.16,3.2,24.94,6.98,87.82,0.99,1.98,0.0,2.0,0.0,1.0,1.0,0.1,112.87,18861.39,13655.45,288.09,3.62,31.75,5.94,67.03,0.99,1.98,0.0,2.0,0.0,1.0,1.0,0.1,100.0,16162.38,17186.14,333.49,2.11,20.71,6.21,62.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.98,0.0,2.0,0.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62629832,2964356,4.52,104236,718412,1464808,2.2,1246600,257248,300,0.3,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,99.21,15.84,15.84,2.58,10.29,0.0,0.0,25.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.56,110.89,51.63,17.8,0.0,0.0,0.0,1402.97,1383.17,4298.37,9703.55,0.0,0.0,0.0,3558.42,3300.99,19295.77,23358.6,0.0,0.0,0.0,1064.36,1319.8,1335.97,9822.32,0.0,0.0,0.0
10/04 17:19:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,255463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43891,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.49,20201.98,26801.98,310.29,8.44,55.08,6.45,97.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.45,17772.28,32097.03,320.82,9.08,40.41,5.89,91.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.77,16938.61,20944.55,308.56,4.06,31.67,6.37,78.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62630028,2964160,4.52,104236,718488,1464696,2.2,1246084,257284,88,0.17,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,99.48,16.83,16.83,2.64,10.52,0.0,0.0,30.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.49,119.8,51.27,19.45,0.0,0.0,0.0,1818.81,2068.32,6566.18,15391.13,0.0,0.0,0.0,4653.47,3933.66,27932.21,27484.93,0.0,0.0,0.0,1816.83,1836.63,6989.32,13350.08,0.0,0.0,0.0
10/04 17:19:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,255463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,43891,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.76,1158.42,4106.93,221.58,0.54,22.83,7.38,17.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.87,817.82,2213.86,235.54,0.2,15.46,9.77,12.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.76,1615.84,3657.43,221.92,0.48,20.25,6.17,14.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62625284,2968904,4.53,104236,718564,1465128,2.2,1246416,257312,164,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,99.65,19.8,14.85,2.84,10.07,0.0,0.0,33.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.43,119.8,52.95,19.4,0.0,0.0,0.0,672.28,121.78,537.4,553.87,0.0,0.0,0.0,872.28,320.79,1729.18,1822.53,0.0,0.0,0.0,887.13,143.56,2532.87,566.25,0.0,0.0,0.0
10/04 17:19:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,393658,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,19,0,82590,4,0,2,0,0,0,0,0,0,0,1.0,0.0,128.0,128.0,0.01,11.0,11.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,8298.0,8912.0,260.76,1.74,25.12,5.09,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,5886.0,7186.0,266.78,1.74,31.96,6.31,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,4052.0,6684.0,249.67,1.23,26.14,6.93,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62628496,2965692,4.52,104244,718652,1464416,2.2,1245368,257356,328,0.12,0.0,0.27,0.0,0.0,0.0,0.02,0.0,0.0,99.58,18.0,17.0,2.72,10.62,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,123.0,50.06,83.03,0.0,0.0,0.0,1161.0,1187.0,2472.86,8597.33,0.0,0.0,0.0,1777.0,1336.0,7529.86,9220.5,0.0,0.0,0.0,1015.0,377.0,2551.32,1989.29,0.0,0.0,0.0
10/04 17:19:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,393658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,82590,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.28,30548.51,23398.02,313.14,15.48,63.74,5.79,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.21,26205.94,25172.28,286.7,10.94,45.01,5.57,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.3,24732.67,25239.6,293.44,7.21,36.5,5.56,94.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62626000,2968188,4.53,104152,718736,1464500,2.2,1245372,257296,436,0.17,0.0,0.35,0.0,0.0,0.0,0.02,0.0,0.0,99.45,13.86,14.85,2.26,9.12,0.0,0.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.51,112.87,50.09,17.93,0.0,0.0,0.0,1821.78,2173.27,6253.49,16121.39,0.0,0.0,0.0,5183.17,5428.71,29368.31,40899.17,0.0,0.0,0.0,2219.8,2425.74,9386.67,17449.91,0.0,0.0,0.0
10/04 17:19:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,190450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,91323,0,0,0,0,0,0,0,0,0,0,3.96,0.0,506.93,128.0,0.02,4.25,4.25,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.25,13455.45,44150.5,328.71,10.89,65.18,5.63,98.61,0.99,1.98,0.0,2.0,0.0,0.0,0.0,0.0,155.45,21588.12,25770.3,304.66,12.04,49.03,6.41,99.7,0.99,1.98,0.0,2.0,0.0,0.0,0.0,0.0,144.55,15158.42,31160.4,320.42,8.4,79.02,6.11,88.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.98,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62628072,2966116,4.52,104152,718828,1463792,2.2,1245156,257332,528,0.12,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,99.48,13.86,15.84,2.26,9.34,0.0,0.0,32.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.48,149.5,49.49,275.09,0.0,0.0,0.0,2916.83,1658.42,16999.92,9407.74,0.0,0.0,0.0,3698.02,3574.26,19555.36,25356.43,0.0,0.0,0.0,2706.93,1627.72,15138.99,9671.16,0.0,0.0,0.0
10/04 17:19:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,190450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,91323,0,0,0,0,0,0,0,0,0,0,1.98,0.0,142.57,72.0,0.02,9.5,9.5,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.97,16427.72,62453.47,388.63,10.61,43.51,4.6,93.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.45,21229.7,26336.63,306.0,7.37,47.55,5.06,78.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.76,18108.91,19984.16,307.79,5.15,36.56,5.16,63.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62629100,2965088,4.52,104160,718936,1463956,2.2,1246244,257364,640,0.17,0.0,0.37,0.05,0.0,0.0,0.02,0.0,0.0,99.38,12.87,12.87,2.24,9.36,0.0,0.0,34.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.61,115.84,49.27,81.53,0.0,0.0,0.0,3039.6,1781.19,18074.3,10848.65,0.0,0.0,0.0,4185.15,3983.17,23255.54,28184.96,0.0,0.0,0.0,3103.96,1847.52,18610.48,11890.66,0.0,0.0,0.0
10/04 17:19:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,190450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91323,0,0,0,0,0,0,0,0,0,0,20.79,0.0,1512.87,72.76,0.2,9.81,9.19,19.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.6,18099.01,26970.3,322.84,13.02,135.35,7.15,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.27,21039.6,32401.98,308.43,8.31,47.77,5.43,94.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.62,21203.96,19324.75,294.49,3.91,29.84,5.96,82.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62627896,2966292,4.52,104200,719004,1464416,2.2,1245988,257408,736,0.17,0.0,0.45,0.27,0.0,0.0,0.02,0.0,0.0,99.08,15.84,14.85,2.58,10.03,0.0,0.0,26.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4333.66,35730.69,327.24,311666.64,0.0,0.0,0.0,1811.88,1586.14,7352.88,10863.76,0.0,0.0,0.0,4060.4,4200.0,21904.97,30473.44,0.0,0.0,0.0,2212.87,1657.43,10858.3,11365.61,0.0,0.0,0.0
10/04 17:19:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,148262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61588,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,998.0,249.5,0.04,182.5,7.75,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,560.0,246.0,161.2,0.05,10.8,7.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,108.0,2172.0,285.0,0.1,12.38,7.75,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62620776,2973412,4.53,104200,719200,1464396,2.2,1246384,257552,916,0.1,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,99.68,11.0,12.0,2.11,8.54,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,109.0,46.86,17.04,0.0,0.0,0.0,654.0,129.0,726.58,622.18,0.0,0.0,0.0,641.0,104.0,527.14,344.2,0.0,0.0,0.0,713.0,239.0,1095.51,1555.0,0.0,0.0,0.0
