date,IO_LONG_30,REMOTE_IS_UNREACHABLE,Latency_172.18.158.42,IO_LONG_120,IO_SUBMIT_EXCEEDED_LIMIT,SCHEDULER_STUCK,ASYNC_IO_CK_EXCEEDED_LIMIT,IO_LONG_60,RPC_SEND_LINGERED_5SEC,MDM_IS_UNREACHABLE,WRITE_KA_CAUSED_DISCONNECT,SND_ERR_NOT_CONNECTED,IO_TIMEDOUT,RCV_MSG_RPC_NOT_FOUND,RPC_LINGERED_3SEC,CONNECTION_DOWN,IO_LONG_15,RCV_SOCK_IO_ERR,KA_CAUSED_DISCONNECT,NET_CHAN_REJECTED_MSG,RCV_ERR,IO_LONG_1,CON_SND_MSG_ABORTED,IO_LONG_5,RPC_TIMED_OUT,SND_ERR,DROPPED_REQUESTS,RPC_LINGERED_1SEC,NET_CHAN_ESTABLISH_ERROR,Latency_172.16.158.32,SOCKET_DOWN,RCV_TIMEOUT,NET_CHAN_UPDATED,MESSAGE_PEER_ID_MISMATCH,SND_TIMEOUT,NET_CON_CK_EXCEEDED_LIMIT,SND_SOCK_IO_ERR,IO_RETRY_10,SOCKET_CK_EXCEEDED_LIMIT,MALLOC_FAILED,
10/04 17:29:03,0,0,23530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25531,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:05,0,0,23530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25531,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:07,0,0,73590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34324,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:09,0,0,73590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34324,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:11,0,0,71834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33330,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:13,0,0,71834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33330,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:15,0,0,71834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33330,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:17,0,0,35990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53009,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:19,0,0,35990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53009,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:21,0,0,38118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28075,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:23,0,0,38118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28075,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:25,0,0,38118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28075,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:27,0,0,37283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28722,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:29,0,0,37283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,28722,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:31,0,0,271568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,30824,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:33,0,0,271568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30824,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:35,0,0,271568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30824,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:37,0,0,112970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30843,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:39,0,0,112970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30843,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:41,0,0,96434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34762,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:43,0,0,96434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34762,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:45,0,0,96434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34762,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:47,0,0,132519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75308,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:49,0,0,132519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75308,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:51,0,0,48345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30613,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:53,0,0,48345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30613,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:55,0,0,48345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30613,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:57,0,0,193365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32929,0,0,0,0,0,0,0,0,0,0,
10/04 17:29:59,0,0,193365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32929,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:01,0,0,134124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36402,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:03,0,0,134124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36402,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:05,0,0,134124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36402,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:07,0,0,37041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42796,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:09,0,0,37041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42796,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:11,0,0,220419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,34890,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:13,0,0,220419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34890,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:15,0,0,220419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34890,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:17,0,0,218055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43176,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:19,0,0,218055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43176,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:21,0,0,255556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,36496,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:23,0,0,255556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36496,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:25,0,0,255556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36496,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:27,0,0,193694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42132,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:29,0,0,193694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42132,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:31,0,0,95211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,46523,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:33,0,0,95211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,46523,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:35,0,0,95211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46523,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:37,0,0,299217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33479,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:39,0,0,299217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33479,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:41,0,0,17203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33146,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:43,0,0,17203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33146,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:45,0,0,17203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33146,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:47,0,0,60303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28174,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:49,0,0,60303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28174,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:51,0,0,69735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116323,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:53,0,0,69735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,116323,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:55,0,0,81529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67797,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:57,0,0,81529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67797,0,0,0,0,0,0,0,0,0,0,
10/04 17:30:59,0,0,81529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67797,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:01,0,0,57012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44506,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:03,0,0,57012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44506,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:05,0,0,180020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38648,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:07,0,0,180020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38648,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:09,0,0,180020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38648,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:11,0,0,138634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37424,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:13,0,0,138634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37424,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:15,0,0,34016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36507,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:17,0,0,34016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36507,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:19,0,0,34016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36507,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:21,0,0,83178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56481,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:23,0,0,83178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56481,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:25,0,0,64581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31050,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:27,0,0,64581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31050,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:29,0,0,64581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31050,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:31,0,0,82846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70377,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:33,0,0,82846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70377,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:35,0,0,150959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,25858,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:37,0,0,150959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,25858,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:39,0,0,150959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25858,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:41,0,0,284900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28027,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:43,0,0,284900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28027,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:45,0,0,75785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51914,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:47,0,0,75785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51914,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:49,0,0,75785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51914,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:51,0,0,82667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33009,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:53,0,0,82667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33009,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:55,0,0,27181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35330,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:57,0,0,27181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35330,0,0,0,0,0,0,0,0,0,0,
10/04 17:31:59,0,0,27181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35330,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:01,0,0,117394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52164,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:03,0,0,117394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52164,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:05,0,0,82966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46162,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:07,0,0,82966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46162,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:09,0,0,82966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46162,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:11,0,0,100995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54199,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:13,0,0,100995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54199,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:15,0,0,90249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39496,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:17,0,0,90249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39496,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:19,0,0,90249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39496,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:21,0,0,72593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31229,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:23,0,0,72593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31229,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:25,0,0,61344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31615,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:27,0,0,61344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31615,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:29,0,0,61344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31615,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:31,0,0,18322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28771,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:33,0,0,18322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28771,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:35,0,0,102094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37172,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:37,0,0,102094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37172,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:39,0,0,102094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,37172,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:41,0,0,341185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,28214,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:43,0,0,341185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28214,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:45,0,0,148992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26225,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:47,0,0,148992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26225,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:49,0,0,148992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26225,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:51,0,0,20335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39109,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:53,0,0,20335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39109,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:55,0,0,27594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58526,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:57,0,0,27594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58526,0,0,0,0,0,0,0,0,0,0,
10/04 17:32:59,0,0,27594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58526,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:01,0,0,41773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86473,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:03,0,0,41773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86473,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:05,0,0,240047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44961,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:07,0,0,240047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44961,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:09,0,0,240047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,44961,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:11,0,0,171760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39130,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:13,0,0,171760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39130,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:15,0,0,153871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38443,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:17,0,0,153871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38443,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:19,0,0,153871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38443,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:21,0,0,56205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33039,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:23,0,0,56205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33039,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:25,0,0,107039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37569,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:27,0,0,107039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37569,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:29,0,0,107039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37569,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:31,0,0,103867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32640,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:33,0,0,103867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32640,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:35,0,0,147703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32331,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:37,0,0,147703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,32331,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:39,0,0,147703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32331,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:41,0,0,242815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32609,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:43,0,0,242815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,32609,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:45,0,0,342824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,29190,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:47,0,0,342824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29190,0,0,0,0,0,0,0,0,0,0,
10/04 17:33:49,0,0,342824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29190,0,0,0,0,0,0,0,0,0,0,
