date,_label_nic_down:1,_label_tc_delay:1,_label_vdb_hack:1,contCmd_AbortMigration:02759,contCmd_AddCombGroup:04264,contCmd_EndMigration:02787,contCmd_RemCombIntern:02339,contCmd_SetCombState:02697,contCmd_StartMigration:02731,contCombMngr_UpdateAllCombFirstAccess:00713,contCombMngr_UpdateAllCombFirstAccess:00724,contNet_DisconnectedNotif:01678,contNet_OscillationNotif:01786,contTgt_ConnectedNotif:00845,contTgt_DisconnectedNotif:00896,contTgt_SendDegradeRequest:00953,contTgt_SendDegradeRequest:00982,ioh_NewRequest:05796,ioh_NewRequest:06219,ioh_NewRequest:06481,netMsgSndSync_Wait:00305,netPath_IsKaNeeded:01858,netPath_RcvLoop_CK:01308,netPath_RcvLoop_CK:01329,netPath_RcvLoop_CK:01359,phyComb_CleanToothList:03791,phy_FreeComb:00523,raidComb_CheckDegradePermit:01795,raidComb_EndMigrateInter:03439,raidComb_GetRemoteDrl:01651,raidComb_GetRemoteDrl:01669,raidComb_Init:00462,raidComb_ResetRemoteDrl:09431,raidComb_SendMdmCombState:00920,raidComb_SendMdmCombState:00944,raidComb_SendMdmCombState:01028,raidComb_SendMdmCombState:01053,raidComb_SendSyncedCleanToothListToSec:10914,raidComb_SetCombState:01195,raidComb_SetPriTgtGenNum:02809,raidComb_ShouldTryAgain:06987,raidComb_UpdateWriteError:01874,raidComb_WaitForRemoteResponse:06389,raidComb_WaitForRemoteResponse:06418,raidMigrate_Start:00425,raidRebuild_Start:00389,raidRebuild_Start:00823,raidRebuild_Start:00982,,IO_LONG_30,REMOTE_IS_UNREACHABLE,Latency_172.18.158.42,IO_LONG_120,IO_SUBMIT_EXCEEDED_LIMIT,SCHEDULER_STUCK,ASYNC_IO_CK_EXCEEDED_LIMIT,IO_LONG_60,RPC_SEND_LINGERED_5SEC,MDM_IS_UNREACHABLE,WRITE_KA_CAUSED_DISCONNECT,SND_ERR_NOT_CONNECTED,IO_TIMEDOUT,RCV_MSG_RPC_NOT_FOUND,RPC_LINGERED_3SEC,CONNECTION_DOWN,IO_LONG_15,RCV_SOCK_IO_ERR,KA_CAUSED_DISCONNECT,NET_CHAN_REJECTED_MSG,RCV_ERR,IO_LONG_1,CON_SND_MSG_ABORTED,IO_LONG_5,RPC_TIMED_OUT,SND_ERR,DROPPED_REQUESTS,RPC_LINGERED_1SEC,NET_CHAN_ESTABLISH_ERROR,Latency_172.16.158.32,SOCKET_DOWN,RCV_TIMEOUT,NET_CHAN_UPDATED,MESSAGE_PEER_ID_MISMATCH,SND_TIMEOUT,NET_CON_CK_EXCEEDED_LIMIT,SND_SOCK_IO_ERR,IO_RETRY_10,SOCKET_CK_EXCEEDED_LIMIT,MALLOC_FAILED,dev_sda_tps,dev_sda_rd_sec,dev_sda_wr_sec,dev_sda_avgrq-sz,dev_sda_avgqu-sz,dev_sda_await,dev_sda_svctm,dev_sda_util-percent,dev_sdb_tps,dev_sdb_rd_sec,dev_sdb_wr_sec,dev_sdb_avgrq-sz,dev_sdb_avgqu-sz,dev_sdb_await,dev_sdb_svctm,dev_sdb_util-percent,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_avgqu-sz,dev_sdc_await,dev_sdc_svctm,dev_sdc_util-percent,dev_sdd_tps,dev_sdd_rd_sec,dev_sdd_wr_sec,dev_sdd_avgrq-sz,dev_sdd_avgqu-sz,dev_sdd_await,dev_sdd_svctm,dev_sdd_util-percent,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sde_util-percent,dev_sdh_tps,dev_sdh_rd_sec,dev_sdh_wr_sec,dev_sdh_avgrq-sz,dev_sdh_avgqu-sz,dev_sdh_await,dev_sdh_svctm,dev_sdh_util-percent,dev_sdg_tps,dev_sdg_rd_sec,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_avgqu-sz,dev_sdg_await,dev_sdg_svctm,dev_sdg_util-percent,dev_sdj_tps,dev_sdj_rd_sec,dev_sdj_wr_sec,dev_sdj_avgrq-sz,dev_sdj_avgqu-sz,dev_sdj_await,dev_sdj_svctm,dev_sdj_util-percent,dev_sdi_tps,dev_sdi_rd_sec,dev_sdi_wr_sec,dev_sdi_avgrq-sz,dev_sdi_avgqu-sz,dev_sdi_await,dev_sdi_svctm,dev_sdi_util-percent,dev_sdf_tps,dev_sdf_rd_sec,dev_sdf_wr_sec,dev_sdf_avgrq-sz,dev_sdf_avgqu-sz,dev_sdf_await,dev_sdf_svctm,dev_sdf_util-percent,dev_sdk_tps,dev_sdk_rd_sec,dev_sdk_wr_sec,dev_sdk_avgrq-sz,dev_sdk_avgqu-sz,dev_sdk_await,dev_sdk_svctm,dev_sdk_util-percent,memfree,memused,memused-percent,buffers,cached,commit,commit-percent,active,inactive,dirty,cpu_all_usr,cpu_all_nice,cpu_all_sys,cpu_all_iowait,cpu_all_steal,cpu_all_irq,cpu_all_soft,cpu_all_guest,cpu_all_gnice,cpu_all_idle,iface_enp2s0f0_rxpck,iface_enp2s0f0_txpck,iface_enp2s0f0_rxkB,iface_enp2s0f0_txkB,iface_enp2s0f0_rxcmp,iface_enp2s0f0_txcmp,iface_enp2s0f0_rxmcst,iface_enp2s0f1_rxpck,iface_enp2s0f1_txpck,iface_enp2s0f1_rxkB,iface_enp2s0f1_txkB,iface_enp2s0f1_rxcmp,iface_enp2s0f1_txcmp,iface_enp2s0f1_rxmcst,iface_enp2s0f2_rxpck,iface_enp2s0f2_txpck,iface_enp2s0f2_rxkB,iface_enp2s0f2_txkB,iface_enp2s0f2_rxcmp,iface_enp2s0f2_txcmp,iface_enp2s0f2_rxmcst,iface_enp2s0f3_rxpck,iface_enp2s0f3_txpck,iface_enp2s0f3_rxkB,iface_enp2s0f3_txkB,iface_enp2s0f3_rxcmp,iface_enp2s0f3_txcmp,iface_enp2s0f3_rxmcst,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f0_rxcmp,iface_enp6s0f0_txcmp,iface_enp6s0f0_rxmcst,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp6s0f1_rxcmp,iface_enp6s0f1_txcmp,iface_enp6s0f1_rxmcst,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f0_rxcmp,iface_enp131s0f0_txcmp,iface_enp131s0f0_rxmcst,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB,iface_enp131s0f1_rxcmp,iface_enp131s0f1_txcmp,iface_enp131s0f1_rxmcst
10/04 18:57:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,171991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25682,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.43,14562.38,22176.24,233.37,5.08,38.72,5.65,88.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.03,29043.56,17300.99,235.22,9.33,40.71,5.07,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.27,20655.45,24211.88,258.95,9.73,81.29,5.76,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62347260,3246928,4.95,112976,866888,1472484,2.21,1355912,316820,688,0.17,0.0,0.37,0.0,0.0,0.0,0.02,0.0,0.0,99.43,0.0,0.0,0.0,0.0,0.0,0.0,32.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.61,108.91,49.45,16.48,0.0,0.0,0.0,1581.19,1535.64,4239.78,10594.05,0.0,0.0,0.0,4860.4,4838.61,24047.87,32503.54,0.0,0.0,0.0,1617.82,1852.48,3851.62,13368.01,0.0,0.0,0.0
10/04 18:57:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,171991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25682,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.78,17483.17,16978.22,282.98,5.54,48.5,5.69,69.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.26,37053.47,18542.57,319.05,8.3,48.68,5.0,87.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.7,18011.88,22342.57,311.13,3.62,28.65,6.05,78.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62346300,3247888,4.95,112980,866972,1475284,2.21,1358100,316864,780,0.12,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,99.53,1.98,0.0,0.15,0.0,0.0,0.0,30.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.61,110.89,49.28,17.08,0.0,0.0,0.0,1390.1,1437.62,3616.44,10387.34,0.0,0.0,0.0,4601.98,4947.52,23568.07,36118.76,0.0,0.0,0.0,1488.12,1728.71,3888.66,12788.03,0.0,0.0,0.0
10/04 18:57:15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,171991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25682,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,8638.0,9172.0,274.0,1.09,17.09,7.11,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,15326.0,9090.0,321.26,1.3,17.5,6.24,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,9978.0,10596.0,326.57,0.98,15.44,6.08,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62346208,3247980,4.95,112980,867048,1476752,2.22,1359608,316888,856,0.17,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,99.55,2.0,0.0,0.12,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,119.0,51.16,18.64,0.0,0.0,0.0,1080.0,787.0,2275.48,5277.51,0.0,0.0,0.0,2315.0,2378.0,9946.4,16886.05,0.0,0.0,0.0,1058.0,739.0,2169.47,4957.4,0.0,0.0,0.0
10/04 18:57:17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,174302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,26852,0,0,0,0,0,0,0,0,0,0,4.95,0.0,198.02,40.0,0.06,12.4,6.4,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.47,23570.3,21154.46,291.43,5.43,30.83,5.45,83.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.75,18261.39,17055.45,283.1,4.41,30.16,5.8,72.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.77,20807.92,17419.8,311.37,5.04,37.34,6.23,76.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62345220,3248968,4.95,112980,867124,1476408,2.22,1359068,316908,948,0.17,0.0,0.37,0.05,0.0,0.0,0.0,0.0,0.0,99.4,1.98,0.0,0.12,0.0,0.0,0.0,30.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.57,115.84,50.29,17.61,0.0,0.0,0.0,1640.59,1567.33,5205.24,10903.52,0.0,0.0,0.0,4498.02,4542.57,23856.42,31643.87,0.0,0.0,0.0,1487.13,1740.59,3198.57,13001.17,0.0,0.0,0.0
10/04 18:57:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,174302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26852,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.69,22986.14,18873.27,320.29,2.9,28.39,6.06,79.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.12,27689.11,30609.9,309.91,11.39,75.67,5.3,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.18,22065.35,35487.13,315.91,11.01,53.5,5.47,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62341608,3252580,4.96,112980,867172,1480056,2.22,1362964,316908,948,0.22,0.0,0.3,0.0,0.0,0.0,0.02,0.0,0.0,99.45,0.99,0.0,0.06,0.0,0.0,0.0,15.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.52,113.86,52.71,17.73,0.0,0.0,0.0,1797.03,2068.32,5605.42,15266.65,0.0,0.0,0.0,5463.37,5331.68,30515.56,36753.05,0.0,0.0,0.0,1625.74,2054.46,4194.77,15385.02,0.0,0.0,0.0
10/04 18:57:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,239969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25696,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.47,27463.37,21168.32,316.89,4.64,32.94,5.79,88.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.07,29209.9,28114.85,296.91,11.38,45.19,5.17,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.22,29390.1,22780.2,292.73,9.66,41.99,5.6,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62342956,3251232,4.96,112980,867276,1479500,2.22,1363116,316964,1052,0.25,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,99.38,0.99,0.0,0.06,0.0,0.0,0.0,28.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.52,113.86,51.36,18.45,0.0,0.0,0.0,1720.79,1870.3,5419.57,13494.8,0.0,0.0,0.0,5389.11,6103.96,27392.81,43718.55,0.0,0.0,0.0,1918.81,1928.71,7080.73,13415.09,0.0,0.0,0.0
10/04 18:57:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,239969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25696,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,26956.0,17704.0,290.0,10.29,57.1,6.37,98.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,23880.0,21860.0,277.21,13.07,73.57,6.11,100.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,20304.0,22976.0,311.37,6.4,77.47,5.81,80.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62341204,3252984,4.96,112984,867352,1480676,2.22,1363008,316996,1104,0.2,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,99.43,1.0,0.0,0.06,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,111.0,52.45,18.65,0.0,0.0,0.0,1522.0,1756.0,3727.76,12486.71,0.0,0.0,0.0,5001.0,5198.0,25382.38,35977.07,0.0,0.0,0.0,1622.0,1682.0,4652.76,11896.43,0.0,0.0,0.0
10/04 18:57:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,110435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24960,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.97,25122.77,32207.92,282.46,12.54,64.45,4.91,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.3,28906.93,24558.42,313.95,11.82,94.2,5.85,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.37,25027.72,24261.39,301.71,9.92,51.92,6.06,99.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62342104,3252084,4.96,112984,867432,1480704,2.22,1363400,317032,1184,0.22,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,99.38,1.98,0.0,0.12,0.0,0.0,0.0,25.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.56,110.89,51.63,19.08,0.0,0.0,0.0,1561.39,1973.27,4061.28,14567.43,0.0,0.0,0.0,5545.54,5491.09,30762.78,39668.63,0.0,0.0,0.0,1931.68,2219.8,7106.28,16194.69,0.0,0.0,0.0
10/04 18:57:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,110435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24960,0,0,0,0,0,0,0,0,0,0,5.94,0.0,205.94,34.67,0.11,19.0,7.5,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.33,20477.23,28948.51,295.38,9.68,88.0,5.96,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.23,32837.62,22079.21,309.87,11.55,53.73,5.63,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.33,23766.34,25150.5,292.34,5.53,35.01,5.3,88.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62343352,3250836,4.96,112992,867476,1479844,2.22,1362784,317040,1232,0.22,0.0,0.4,0.02,0.0,0.0,0.02,0.0,0.0,99.33,0.99,0.0,0.06,0.0,0.0,0.0,21.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.53,110.89,52.02,18.63,0.0,0.0,0.0,1626.73,1804.95,4408.72,12759.53,0.0,0.0,0.0,5212.87,5565.35,26831.51,38687.31,0.0,0.0,0.0,1693.07,1907.92,4879.06,13731.63,0.0,0.0,0.0
10/04 18:57:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,110435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24960,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.61,24473.27,19097.03,314.33,4.05,26.34,5.69,78.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.5,24661.39,22702.97,316.81,4.33,27.04,5.78,86.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.19,26138.61,31576.24,318.54,13.66,48.17,5.5,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62341824,3252364,4.96,112992,867584,1479612,2.22,1363484,317092,1284,0.25,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,99.38,1.98,0.0,0.12,0.0,0.0,0.0,51.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.61,107.92,49.81,17.84,0.0,0.0,0.0,1689.11,1762.38,5525.1,12350.53,0.0,0.0,0.0,5088.12,5354.46,26727.4,38024.73,0.0,0.0,0.0,1812.87,1921.78,6050.09,13789.59,0.0,0.0,0.0
10/04 18:57:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,194263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29199,0,0,0,0,0,0,0,0,0,0,1.96,0.0,125.49,64.0,0.04,21.0,15.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.78,15094.12,11205.88,237.4,2.09,19.62,7.05,78.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.69,24580.39,19813.73,267.94,4.97,29.27,5.34,88.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.59,17629.41,18370.59,298.54,3.92,32.28,6.33,76.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62341136,3253052,4.96,113000,867652,1480380,2.22,1363976,317120,1364,0.22,0.0,0.37,0.12,0.0,0.0,0.0,0.0,0.0,99.29,1.96,0.0,0.11,0.0,0.0,0.0,24.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.06,114.71,51.74,18.41,0.0,0.0,0.0,1344.12,1545.1,2911.26,11242.36,0.0,0.0,0.0,4093.14,4214.71,20470.31,28965.45,0.0,0.0,0.0,1279.41,1300.98,2568.25,9141.34,0.0,0.0,0.0
10/04 18:57:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,194263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29199,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.61,18881.19,24596.04,313.66,4.23,31.08,6.06,83.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.49,20289.11,19964.36,265.73,3.88,28.54,5.76,87.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.75,17500.99,17560.4,281.05,3.28,25.22,6.26,78.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62341552,3252636,4.96,113000,867736,1480244,2.22,1363840,317156,364,0.25,0.0,0.37,0.0,0.0,0.0,0.02,0.0,0.0,99.35,4.95,0.0,0.29,0.0,0.0,0.0,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.62,105.94,50.0,17.19,0.0,0.0,0.0,1649.5,1572.28,5139.95,11098.02,0.0,0.0,0.0,4118.81,4181.19,20133.27,28909.64,0.0,0.0,0.0,1560.4,1391.09,4976.42,9280.52,0.0,0.0,0.0
